COC_FECH,COC_FVTO,COC_PRNU,COC_PRNO,COC_PRDO,COC_PRTD,COC_TIVA,COC_COMP,COC_ASOC,COC_REMI,COC_TCOM,COC_ABEX,COC_CBTE,COC_VEND,OPE_OPER,COC_DEPO,COC_COPR,COC_STOC,COC_MPCO,COC_MCRE,COC_DTC,COC_NGRA,COC_NEXE,COC_NOTR,COC_NE27,COC_IV21,COC_IV10,COC_IV27,COC_IV50,COC_MO21,COC_MO10,COC_MO27,COC_NNGR,COC_PEIB,COC_TOTA,CFG_ID,COC_FREM,NUM_SUCU,COC_IVA,COC_CMIS,COC_DEST,COC_DEPR,COC_FACL,COC_OFID,COC_FCVD,TOBC,PER_01,XPERCII,PER_02,XPERCIVA,ORDEN,TGNU
2016-08-01,,560,LUIS A TURCONI Y CIA SRL      ,30634340536  ,2,2,Fact A 0004-00020467,,,4,,,0,24-CAPITAL FEDERAL                 ,0,0,0,0,0,0.0,879.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.78,0.0,0.0,0.0,0.0,1064.7,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-01,,7,DE PASCALE S.A.               ,30707784292  ,2,2,Fact A 0006-00032298,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,10145.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.56,0.0,0.0,0.0,0.0,12631.17,0,,0,,,0,0.0,0,0,0,0.0,355.09,,0.0,,1,1
2016-08-01,,233,TRANSPORTE AMERICANO          ,20177878996  ,2,2,Fact A 0004-00000731,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,35947.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7549.07,0.0,0.0,0.0,0.0,43497.04,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-01,,125,BUENOS AIRES WELDING SRL      ,30679666718  ,2,2,Fact A 0012-00033826,,,4,,,0,BS AS                              ,0,0,0,0,0,0.0,15394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3232.74,0.0,0.0,0.0,0.0,19165.53,0,,0,,,0,0.0,0,0,0,0.0,538.79,,0.0,,1,1
2016-08-01,,590,SEÑALIZACIONES VIALES SRL     ,30709115770  ,2,2,Fact A 0003-00000143,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,7260.0,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,2
2016-08-01,,452,DISTRIBUIDORA BERMON          ,33670869399  ,2,2,Fact A 0006-00203613,,,4,,,0,ENTRE RIOS                         ,0,0,0,0,0,0.0,10679.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.66,0.0,0.0,0.0,0.0,13242.35,0,,0,,,0,0.0,0,0,0,0.0,0.0,,320.38,,1,1
2016-08-01,,452,DISTRIBUIDORA BERMON          ,33670869399  ,2,2,Fact A 0006-00203612,,,4,,,0,ENTRE RIOS                         ,0,0,0,0,0,0.0,10551.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215.84,0.0,0.0,0.0,0.0,13084.0,0,,0,,,0,0.0,0,0,0,0.0,0.0,,316.55,,1,1
2016-08-01,,452,DISTRIBUIDORA BERMON          ,33670869399  ,2,2,Fact A 0006-00203605,,,4,,,0,ENTRE RIOS                         ,0,0,0,0,0,0.0,14235.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.52,0.0,0.0,0.0,0.0,17652.38,0,,0,,,0,0.0,0,0,0,0.0,0.0,,427.07,,1,1
2016-08-01,,591,CHORNY DM S.A.                ,30715082434  ,2,2,Fact A 0003-00000489,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,37560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7887.6,0.0,0.0,0.0,0.0,45447.6,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-01,,3,ABC S.A.                      ,30542851836  ,2,2,Fact A 0011-00276219,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,4929.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.22,0.0,0.0,0.0,0.0,6112.74,0,,0,,,0,0.0,0,0,0,0.0,0.0,,147.89,,1,1
2016-08-02,,5,ALAMBRES Y SOLDADURAS SA      ,30558257519  ,2,2,Fact A 1001-00020685,,,4,,,0,BUENOS AIRES 155116500CRI          ,0,0,0,0,0,0.0,6231.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.63,0.0,0.0,0.0,0.0,7540.18,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-02,,541,ITALGAS S.A.                  ,30680922345  ,2,2,Fact A 0047-00005987,,,4,,,0,,0,0,0,0,0,0.0,0.0,0.0,2687.4,0.0,0.0,0.0,0.0,0.0,0.0,282.18,0.0,0.0,0.0,3110.67,0,,0,,,0,0.0,0,0,0,0.0,94.06,,47.03,,1,1
2016-08-02,,116,GAN MAR SRL                   ,30557499942  ,2,2,Fact A 0011-00030719,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.5,0.0,0.0,0.0,0.0,5142.5,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-02,,445,BDS ARGENTINA SA              ,33703065509  ,2,2,Fact A 0003-00005795,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,3106.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.31,0.0,0.0,0.0,0.0,3758.55,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-02,,157,WURTH ARGENTINA SA            ,30631810582  ,2,2,Fact A 0011-00280195,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,4814.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.98,0.0,0.0,0.0,0.0,5993.68,0,,0,,,0,0.0,0,0,0,0.0,168.5,,0.0,,1,1
2016-08-02,,107,LRS SRL                       ,30699167041  ,2,2,Fact A 0003-00000429,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,1192.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.38,0.0,0.0,0.0,0.0,1442.66,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-02,,28,FOUCES S.A.                   ,30516359982  ,2,2,Fact A 0004-00008661,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,23408.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4915.76,0.0,0.0,0.0,0.0,29143.4,0,,0,,,0,0.0,0,0,0,0.0,819.29,,0.0,,1,1
2016-08-03,,34,ORTIZ FISCHER Y CIA SA        ,30551645793  ,2,2,Fact A 0007-00023229,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,4687.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.4,0.0,0.0,0.0,0.0,5672.0,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,3
2016-08-03,,601,FRANCISCO ARIZAGA             ,23054102259  ,2,2,Fact A 0005-00001518,,,4,,,0, 3-SANTA FE                        ,0,0,0,0,0,0.0,12910.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.29,0.0,0.0,0.0,0.0,15622.18,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-03,,5,ALAMBRES Y SOLDADURAS SA      ,30558257519  ,2,2,Fact A 1001-00020714,,,4,,,0,BUENOS AIRES 155116500CRI          ,0,0,0,0,0,0.0,6703.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.73,0.0,0.0,0.0,0.0,8111.23,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-03,,170,IMPACK SA                     ,30596436435  ,2,2,Fact A 0010-00017713,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,2852.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.05,0.0,0.0,0.0,0.0,3451.65,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-03,,591,CHORNY DM S.A.                ,30715082434  ,2,2,Fact A 0003-00000498,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,2218.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.94,0.0,0.0,0.0,0.0,2684.69,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-03,,44,SORTI MARIO                   ,30676886091  ,2,2,Fact A 0002-00003212,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,394.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.86,0.0,0.0,0.0,0.0,477.43,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-08-03,,2,ALIAFOR S.A.                  ,30627028101  ,2,2,Fact A 0003-00138383,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,10756.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258.9,0.0,0.0,0.0,0.0,13015.59,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
