COC_FECH,COC_FVTO,COC_PRNU,COC_PRNO,COC_PRDO,COC_PRTD,COC_TIVA,COC_COMP,COC_ASOC,COC_REMI,COC_TCOM,COC_ABEX,COC_CBTE,COC_VEND,OPE_OPER,COC_DEPO,COC_COPR,COC_STOC,COC_MPCO,COC_MCRE,COC_DTC,COC_NGRA,COC_NEXE,COC_NOTR,COC_NE27,COC_IV21,COC_IV10,COC_IV27,COC_IV50,COC_MO21,COC_MO10,COC_MO27,COC_NNGR,COC_PEIB,COC_TOTA,CFG_ID,COC_FREM,NUM_SUCU,COC_IVA,COC_CMIS,COC_DEST,COC_DEPR,COC_FACL,COC_OFID,COC_FCVD,TOBC,PER_01,XPERCIIB,PER_02,XPERCIVA,ORDEN,TGNU
2019-05-01,,76,SAFI S.R.L.                   ,30650048764  ,2,2,Fact A 0031-00028115,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,1921.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.58,0.0,0.0,0.0,0.0,2325.4,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2019-05-02,,695,GUANTES AS-CERO S.A.          ,30716357321  ,2,2,Fact A 0002-00000066,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,81856.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17189.93,0.0,0.0,0.0,0.0,99046.73,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2019-05-02,,695,GUANTES AS-CERO S.A.          ,30716357321  ,2,2,Fact A 0002-00000067,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,19490.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4092.95,0.0,0.0,0.0,0.0,23583.2,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2019-05-02,,107,LRS SRL                       ,30699167041  ,2,2,Fact A 0003-00006110,,,4,,,0, 3-SANTA FE                        ,0,0,0,0,0,0.0,2928.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.98,0.0,0.0,0.0,0.0,3543.47,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2019-05-02,,165,MEYER ELECTROMECANICA SRL     ,30606006043  ,2,2,Fact A 0003-00008571,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,11160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.6,0.0,0.0,0.0,0.0,13503.6,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,3
2019-05-02,,44,SORTI MARIO                   ,30676886091  ,2,2,Fact A 0002-00013539,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,7013.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.73,0.0,0.0,0.0,0.0,8485.74,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2019-05-02,,135,CONFECAT SA                   ,30597919154  ,2,2,Fact A 0018-00077654,,,4,,,0,BS AS                              ,0,0,0,0,0,0.0,5222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.62,0.0,0.0,0.0,0.0,6579.72,0,,0,,,0,0.0,0,0,0,0.0,261.1,,0.0,,1,1
2019-05-02,,20,RUMBOS S.A.                   ,30708732571  ,2,2,Fact A 0003-00070870,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,28396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5963.16,0.0,0.0,0.0,0.0,35778.96,0,,0,,,0,0.0,0,0,0,0.0,1419.8,,0.0,,1,1
2019-05-02,,136,PEDRO BALESTRINO  E HIJO SACIY,30530567393  ,2,2,Fact A 0061-00017114,,,4,,,0,BS AS                              ,0,0,0,0,0,0.0,3101.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.38,0.0,0.0,0.0,0.0,3908.26,0,,0,,,0,0.0,0,0,0,0.0,155.09,,0.0,,1,1
2019-05-03,,5,ALAMBRES Y SOLDADURAS SA      ,30558257519  ,2,2,Fact A 1028-00092569,,,4,,,0,BUENOS AIRES 155116500CRI          ,0,0,0,0,0,0.0,18983.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3986.56,0.0,0.0,0.0,0.0,22970.17,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2019-05-03,,214,ELECTROUNO SA                 ,30708007869  ,2,2,Fact A 0000-00000000,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,14343.1,0.0,766.44,0.0,0.0,0.0,0.0,0.0,3012.05,80.48,0.0,0.0,0.0,18202.08,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
