COC_FECH,COC_FVTO,COC_PRNU,COC_PRNO,COC_PRDO,COC_PRTD,COC_TIVA,COC_COMP,COC_ASOC,COC_REMI,COC_TCOM,COC_ABEX,COC_CBTE,COC_VEND,OPE_OPER,COC_DEPO,COC_COPR,COC_STOC,COC_MPCO,COC_MCRE,COC_DTC,COC_NGRA,COC_NEXE,COC_NOTR,COC_NE27,COC_IV21,COC_IV10,COC_IV27,COC_IV50,COC_MO21,COC_MO10,COC_MO27,COC_NNGR,COC_PEIB,COC_TOTA,CFG_ID,COC_FREM,NUM_SUCU,COC_IVA,COC_CMIS,COC_DEST,COC_DEPR,COC_FACL,COC_OFID,COC_FCVD,TOBC,PER_01,XPERCIIB,PER_02,XPERCIVA,ORDEN,TGNU
2025-05-02,,225,PROAR SRL PROD.DE ACERO       ,30707799397  ,2,2,Fact A 0003-00046802,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,280159.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58833.43,0.0,0.0,0.0,0.0,338992.63,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-02,,538,BM SEÑALIZACIONES S.A.        ,30677531580  ,2,2,Fact A 0002-00061145,,,4,,,0, 3-SANTA FE                        ,0,0,0,0,0,0.0,414990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87147.9,0.0,0.0,0.0,0.0,502137.9,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-02,,768,VIVAS CARLOS HORACIO          ,20170558074  ,2,2,Fact A 0002-00007975,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,285977.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60055.28,0.0,0.0,0.0,0.0,346032.81,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-02,,870,CASTELLA LUIS ALBERTO         ,20110202637  ,2,2,Fact A 0002-00011076,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,2216650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465496.5,0.0,0.0,0.0,0.0,2682146.5,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-02,,83,TRANSPORTE HENIN              ,30715913018  ,2,2,Fact A 0002-00048490,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.0,0.0,0.0,0.0,0.0,33880.0,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,4
2025-05-02,,50,SEGURIDAD LITORAL S.R.L.      ,30520031010  ,2,2,Fact A 0005-00099723,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,7875235.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653799.55,0.0,0.0,0.0,0.0,9529035.52,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-02,,76,SAFI S.R.L.                   ,30650048764  ,2,2,Fact A 0031-00071848,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,59433.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12481.01,0.0,0.0,0.0,0.0,71914.38,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-04,,233,TRANSPORTE AMERICANO          ,20177878996  ,2,2,Fact A 0004-00004210,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,1701840.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357386.59,0.0,0.0,0.0,0.0,2059227.49,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,4
2025-05-05,,33,MAINCAL                       ,30503938517  ,2,2,Fact A 0005-00211363,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,1666769.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350021.57,0.0,0.0,0.0,0.0,2016790.96,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2025-05-05,,841,COSTA OESTE NT SRL            ,30715194275  ,2,2,Fact A 0002-00005220,,,4,,,0, 2-CORDOBA                         ,0,0,0,0,0,0.0,388752.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81637.93,0.0,0.0,0.0,0.0,470389.97,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
