COC_FECH,COC_FVTO,COC_PRNU,COC_PRNO,COC_PRDO,COC_PRTD,COC_TIVA,COC_COMP,COC_ASOC,COC_REMI,COC_TCOM,COC_ABEX,COC_CBTE,COC_VEND,OPE_OPER,COC_DEPO,COC_COPR,COC_STOC,COC_MPCO,COC_MCRE,COC_DTC,COC_NGRA,COC_NEXE,COC_NOTR,COC_NE27,COC_IV21,COC_IV10,COC_IV27,COC_IV50,COC_MO21,COC_MO10,COC_MO27,COC_NNGR,COC_PEIB,COC_TOTA,CFG_ID,COC_FREM,NUM_SUCU,COC_IVA,COC_CMIS,COC_DEST,COC_DEPR,COC_FACL,COC_OFID,COC_FCVD,TOBC,PER_01,XPERCII,PER_02,XPERCIVA,ORDEN,TGNU
2016-03-01,,37,HECTOR CASTAGGERONI S.A.      ,30645770761  ,2,2,Fact A 0011-00010538,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,4856.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.77,0.0,0.0,0.0,0.0,6118.61,0,,0,,,0,0.0,0,0,0,0.0,242.8,,0.0,,1,1
2016-03-01,,37,HECTOR CASTAGGERONI S.A.      ,30645770761  ,2,2,Fact A 0011-00010539,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,1923.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.84,0.0,0.0,0.0,0.0,2423.03,0,,0,,,0,0.0,0,0,0,0.0,96.15,,0.0,,1,1
2016-03-02,,541,ITALGAS S.A.                  ,30680922345  ,2,2,Fact A 0047-00006333,,,4,,,0,,0,0,0,0,0,0.0,0.0,0.0,2800.86,0.0,0.0,0.0,0.0,0.0,0.0,294.09,0.0,0.0,0.0,3283.94,0,,0,,,0,0.0,0,0,0,0.0,140.04,,48.95,,1,1
2016-03-02,,34,ORTIZ FISCHER Y CIA SA        ,30551645793  ,2,2,Fact A 0007-00021486,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,4555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.55,0.0,0.0,0.0,0.0,5511.55,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-03-02,,517,BARONE COMPUTACION            ,20286732500  ,2,2,Fact A 0003-00000927,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,280.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.01,0.0,0.0,0.0,0.0,340.0,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-03-02,,590,SEÑALIZACIONES VIALES SRL     ,30709115770  ,2,2,Fact A 0003-00000081,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,7260.0,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,2
2016-03-02,,233,TRANSPORTE AMERICANO          ,20177878996  ,2,2,Fact A 0004-00000422,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,19876.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174.1,0.0,0.0,0.0,0.0,24050.78,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-03-03,,5,ALAMBRES Y SOLDADURAS SA      ,30558257519  ,2,2,Fact A 1001-00018930,,,4,,,0,BUENOS AIRES 155116500CRI          ,0,0,0,0,0,0.0,16346.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3432.82,0.0,0.0,0.0,0.0,19779.59,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-03-03,,5,ALAMBRES Y SOLDADURAS SA      ,30558257519  ,2,2,Fact A 1028-00071066,,,4,,,0,BUENOS AIRES 155116500CRI          ,0,0,0,0,0,0.0,110360.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23175.68,0.0,0.0,0.0,0.0,133536.08,0,,0,,,0,0.0,0,0,0,0.0,0.0,,0.0,,1,1
2016-03-03,,125,BUENOS AIRES WELDING SRL      ,30679666718  ,2,2,Fact A 0012-00031408,,,4,,,0,BS AS                              ,0,0,0,0,0,0.0,13652.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.93,0.0,0.0,0.0,0.0,17201.58,0,,0,,,0,0.0,0,0,0,0.0,682.6,,0.0,,1,1
