VTC_FECH,VTC_HORA,VTC_CLNU,VTC_CLNO,VTC_CLDO,VTC_CLTD,VTC_TIVA,VTC_COMP,VTC_TCOM,VTC_ABEX,VTC_CBTE,VTC_VEND,VTC_BASE,VTC_MONE,VTC_LIST,VTC_DTC,VTC_COST,VTC_NGRA,VTC_NEXE,VTC_NOTR,VTC_IV21,VTC_IV10,VTC_MO21,VTC_MO10,VTC_IVOT,VTC_NNGR,VTC_IVNO,VTC_NNIN,VTC_PEIB,VTC_TOTA,VTC_MP11,VTC_MP12,VTC_MP13,VTC_MP14,VTC_MP21,VTC_MP22,VTC_MP23,VTC_MP24,VTC_MP31,VTC_MP32,VTC_MP33,VTC_MP34,VTC_OBSE,VTC_FREM,OPE_OPER,VTC_NCAJ,CFG_ID,NUM_SUCU,VTC_LTRA,VTC_REPA,VTC_DEPO,VTC_OTOS,VTC_LACO,VTC_TDPO,VTC_TDMO,VTC_MESA,VTC_FLCO,VTC_CAE,VTC_COBS,VTC_CVTO,VTC_CPAG,VTC_CFIS,VTC_CFFS,VTC_CBAR,VTC_OFID,VTC_CGAS,PER_01,XPERCIIB,ORDEN,KEY
2019-08-01,,38,METALVOS S.R.L.               ,30693839153  ,2,2,Fact A 0003-00025324,3,,,0,0,0,0,0.0,0.0,318.07,0.0,0.0,0.0,0.0,66.79,0.0,0.0,0.0,0.0,0.0,0.0,384.86,,,0.0,0,,,0.0,0,,,0.0,0,,,BUENOS AIRES                       ,0,82319,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,38,METALVOS S.R.L.               ,30693839153  ,2,2,Fact A 0003-00025325,3,,,0,0,0,0,0.0,0.0,25871.28,0.0,0.0,0.0,0.0,5432.97,0.0,0.0,0.0,0.0,0.0,0.0,31304.25,,,0.0,0,,,0.0,0,,,0.0,0,,,BUENOS AIRES                       ,0,82325,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,5354,GISI SRL                      ,30714646008  ,2,2,Fact A 0003-00025326,3,,,0,0,0,0,0.0,0.0,3370.09,0.0,0.0,0.0,0.0,707.72,0.0,0.0,0.0,0.0,0.0,0.0,4077.81,,,0.0,0,,,0.0,0,,,0.0,0,,, 3-SANTA FE                        ,0,82327,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,182,LOBERAZ SA                    ,30648524761  ,2,2,Fact A 0003-00025327,3,,,0,0,0,0,0.0,0.0,10395.93,0.0,0.0,0.0,0.0,2183.14,0.0,0.0,0.0,0.0,0.0,0.0,12579.07,,,0.0,0,,,0.0,0,,,0.0,0,,,BUENOS AIRES                       ,0,82328,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,182,LOBERAZ SA                    ,30648524761  ,2,2,Fact A 0003-00025328,3,,,0,0,0,0,0.0,0.0,1326.75,0.0,0.0,0.0,0.0,278.62,0.0,0.0,0.0,0.0,0.0,0.0,1605.37,,,0.0,0,,,0.0,0,,,0.0,0,,,BUENOS AIRES                       ,0,82329,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,5354,GISI SRL                      ,30714646008  ,2,2,Fact A 0003-00025329,3,,,0,0,0,0,0.0,0.0,15592.41,0.0,0.0,0.0,0.0,3274.41,0.0,0.0,0.0,0.0,0.0,0.0,18866.82,,,0.0,0,,,0.0,0,,,0.0,0,,, 3-SANTA FE                        ,0,82341,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,5284,"UTE LUCIANO SA, FONTANA NICAST",30714582182  ,2,2,Fact A 0003-00025330,3,,,0,0,0,0,0.0,0.0,3385.42,0.0,0.0,0.0,0.0,710.94,0.0,0.0,0.0,0.0,0.0,0.0,4096.36,,,0.0,0,,,0.0,0,,,0.0,0,,, 1-BUENOS AIRES                    ,0,82343,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,908,ECOTRANS SA                   ,30710038992  ,2,2,Fact A 0003-00025331,3,,,0,0,0,0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,,,0.0,0,,,0.0,0,,,0.0,0,,,SAN LUIS                           ,0,82352,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,182,LOBERAZ SA                    ,30648524761  ,2,2,Fact A 0003-00025332,3,,,0,0,0,0,0.0,0.0,38231.2,0.0,0.0,0.0,0.0,8028.55,0.0,0.0,0.0,0.0,0.0,0.0,46259.75,,,0.0,0,,,0.0,0,,,0.0,0,,,BUENOS AIRES                       ,0,82356,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
2019-08-01,,5082,DISTRIBUIDORA COMERSUR SA     ,30689223156  ,2,2,Fact A 0003-00025333,3,,,0,0,0,0,0.0,0.0,3139.59,0.0,0.0,0.0,0.0,659.31,0.0,0.0,0.0,0.0,0.0,0.0,3798.9,,,0.0,0,,,0.0,0,,,0.0,0,,, 1-BUENOS AIRES                    ,0,82362,0,0,0,0,,0,0.0,0.0,0,,,,,,,,,0,,0.0,,1,20190801000323
